symbol,sector,industry,country,shares_outstanding
FMBH.O,Financials,Banks,United States of America,24548378
FMC,Materials,Chemicals,United States of America,185983792
FMNB.O,Financials,Banks,United States of America,39334059
FN,Information Technology,"Electronic Equipment, Instruments & Components",Cayman Islands,39457462
FNA,Health Care,Health Care Equipment & Supplies,United States of America,83738974
FNB,Financials,Banks,United States of America,375025292
FND,Consumer Discretionary,Specialty Retail,United States of America,107356999
FNF,Financials,Insurance,United States of America,329185916
FNKO.O,Consumer Discretionary,Leisure Products,United States of America,50549000
FNLC.O,Financials,Banks,United States of America,11155528
FNWB.O,Financials,Banks,United States of America,9353348
FNWD.O,Financials,Banks,United States of America,4313698
FOA,Financials,Financial Services,United States of America,10059924
FOLD.O,Health Care,Biotechnology,United States of America,299041653
FORM.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,77114633
FOSL.O,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,52487000
FOUR.K,Financials,Financial Services,United States of America,69257131
FOXA.O,Communication Services,Media,United States of America,461308623
FOXF.O,Consumer Discretionary,Automobile Components,United States of America,42844000
FRBA.O,Financials,Banks,United States of America,27375439
FRD,Materials,Metals & Mining,United States of America,8873203
FREY.K,Industrials,Electrical Equipment,United States of America,139705000
FRGE.K,Financials,Capital Markets,United States of America,177057007
FRME.O,Financials,Banks,United States of America,57974535
FROG.O,Information Technology,Software,United States of America,112754822
FRPT.O,Consumer Staples,Food Products,United States of America,48716000
FRSH.O,Information Technology,Software,United States of America,303382396
FRST.O,Financials,Banks,United States of America,24722734
FSBC.O,Financials,Banks,United States of America,21319083
FSBW.O,Financials,Banks,United States of America,7833014
FSEA.O,Financials,Banks,United States of America,5192612
FSFG.O,Financials,Banks,United States of America,7802351
FSK,Financials,Capital Markets,United States of America,280066433
FSLR.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,106847475
FSLY.K,Information Technology,IT Services,United States of America,140300000
FSM,Materials,Metals & Mining,Canada,306587630
FSS,Industrials,Machinery,United States of America,70000000
FSUN.O,Financials,Banks,United States of America,27709679
FTAI.O,Industrials,Trading Companies & Distributors,United States of America,100245905
FTDR.O,Consumer Discretionary,Diversified Consumer Services,United States of America,86553387
FTEL.O,Consumer Discretionary,Specialty Retail,Australia,20123386
FTI,Energy,Energy Equipment & Services,United Kingdom,432900000
FTLF.O,Consumer Staples,Personal Care Products,United States of America,4598000
FTNT.O,Information Technology,Software,United States of America,767000000
FTRE.O,Health Care,Life Sciences Tools & Services,United States of America,88800000
FTV,Industrials,Machinery,United States of America,366600000
FUL,Materials,Chemicals,United States of America,54657103
FULT.O,Financials,Banks,United States of America,246001691
FUN,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,51013000
FUNC.O,Financials,Banks,United States of America,6471096
FVCB.O,Financials,Banks,United States of America,18204455
FVRR.K,Industrials,Professional Services,Israel,35844114
FWONA.O,Communication Services,Media,United States of America,234615662
FWONK.O,Communication Services,Media,United States of America,234615662
FWRD.O,Industrials,Air Freight & Logistics,United States of America,25670663
FWRG.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,59891705
FXNC.O,Financials,Banks,United States of America,8974102
FYBR.O,Communication Services,Diversified Telecommunication Services,United States of America,249695000
G,Industrials,Professional Services,Bermuda,174661953
GABC.O,Financials,Banks,United States of America,29677093
GAIA.O,Communication Services,Entertainment,United States of America,23213179
GAIN.O,Financials,Capital Markets,United States of America,36688667
GALT.O,Health Care,Biotechnology,United States of America,61852914
GAN.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,45071578
GANX.O,Health Care,Biotechnology,United States of America,16206680
GAP,Consumer Discretionary,Specialty Retail,United States of America,372000000
GASS.O,Energy,"Oil, Gas & Consumable Fuels",Greece,45343428
GATX.K,Industrials,Trading Companies & Distributors,United States of America,69075329
GAUZ.O,Information Technology,"Electronic Equipment, Instruments & Components",Israel,19054409
GBCI.K,Financials,Banks,United States of America,113401955
GBDC.O,Financials,Capital Markets,United States of America,264277128
GBIO.O,Health Care,Biotechnology,United States of America,66205550
GBTG.K,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,467092817
GBX,Industrials,Machinery,United States of America,31135000
GCBC.O,Financials,Banks,United States of America,17222680
GCMG.O,Financials,Capital Markets,United States of America,44899246
GCO,Consumer Discretionary,Specialty Retail,United States of America,11960793
GD,Industrials,Aerospace & Defense,United States of America,481880634
GDDY.K,Information Technology,IT Services,United States of America,141208000
GDHG.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",China,4123604
GDOT.K,Financials,Consumer Finance,United States of America,52816000
GDRX.O,Health Care,Health Care Technology,United States of America,394087000
GDTC.O,Health Care,Biotechnology,Singapore,11529328
GDYN.O,Information Technology,IT Services,United States of America,83608819
GE,Industrials,Aerospace & Defense,United States of America,1462000000
GECC.O,Financials,Capital Markets,United States of America,7601958
GEF,Materials,Containers & Packaging,United States of America,76841920
GEG.O,Financials,Capital Markets,United States of America,31875285
GEHC.O,Health Care,Health Care Equipment & Supplies,United States of America,457246971
GELS.O,Health Care,Pharmaceuticals,Australia,9438075
GEN.O,Information Technology,Software,United States of America,623000000
GENI.K,Consumer Discretionary,"Hotels, Restaurants & Leisure",United Kingdom,213224868
GENK.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,4140000
GEO,Industrials,Commercial Services & Supplies,United States of America,130297248
GEOS.O,Energy,Energy Equipment & Services,United States of America,14206082
GEV,Industrials,Electrical Equipment,United States of America,276106604
GFF,Industrials,Building Products,United States of America,84746000
GFR,Energy,"Oil, Gas & Consumable Fuels",Canada,68642515
GFS.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,552654594
GGG,Industrials,Machinery,United States of America,169393735
GGR.O,Consumer Discretionary,Automobiles,Taiwan,245721034
GH.O,Health Care,Health Care Providers & Services,United States of America,123994006
GHLD.K,Financials,Financial Services,United States of America,61119833
GHM,Industrials,Machinery,United States of America,10993000
GHRS.O,Health Care,Pharmaceuticals,Ireland; Republic of,52028145
GIC,Industrials,Trading Companies & Distributors,United States of America,39123102
GIFI.O,Energy,Energy Equipment & Services,United States of America,16258000
GIGM.O,Communication Services,Entertainment,Taiwan,11052000
GILD.O,Health Care,Biotechnology,United States of America,1246000000
GILT.O,Information Technology,Communications Equipment,Israel,57017032
GIS,Consumer Staples,Food Products,United States of America,754600000
GKOS.K,Health Care,Health Care Equipment & Supplies,United States of America,56472000
GLAD.O,Financials,Capital Markets,United States of America,22230587
GLBE.O,Consumer Discretionary,Broadline Retail,Israel,166992187
GLBZ.O,Financials,Banks,United States of America,2900681
GLDD.O,Industrials,Construction & Engineering,United States of America,67280000
GLDG.K,Materials,Metals & Mining,Canada,183258060
GLNG.O,Energy,"Oil, Gas & Consumable Fuels",Bermuda,104578080
GLOB.K,Information Technology,IT Services,Luxembourg,43241192
GLRE.O,Financials,Insurance,Cayman Islands,35336732
GLTO.O,Health Care,Biotechnology,United States of America,1084507
GLUE.O,Health Care,Biotechnology,United States of America,50154929
GLW,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,1800000000
GLXG.O,Industrials,Professional Services,Hong Kong,17750000
GM,Consumer Discretionary,Automobiles,United States of America,1000000000
GMED.K,Health Care,Health Care Equipment & Supplies,United States of America,137420316
GMM.O,Communication Services,Entertainment,China,2258204
GMS,Industrials,Trading Companies & Distributors,United States of America,39754000
GNE,Utilities,Electric Utilities,United States of America,30339000
GNK,Industrials,Marine Transportation,United States of America,42757895
GNLX.O,Health Care,Biotechnology,United States of America,26788986
GNRC.K,Industrials,Electrical Equipment,United States of America,73785631
GNTX.O,Consumer Discretionary,Automobile Components,United States of America,227431688
GNTY.K,Financials,Banks,United States of America,14343326
GNW,Financials,Insurance,United States of America,421400000
GO.O,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,99223863
GOCO.O,Financials,Insurance,United States of America,9823000
GOGL.O,Industrials,Marine Transportation,Bermuda,201190621
GOGO.O,Communication Services,Wireless Telecommunication Services,United States of America,137632284
GOLF.K,Consumer Discretionary,Leisure Products,United States of America,63429243
GOOG.O,Communication Services,Interactive Media & Services,United States of America,12211000000
GOOGL.O,Communication Services,Interactive Media & Services,United States of America,12211000000
GORO.K,Materials,Metals & Mining,United States of America,89030436
GOSS.O,Health Care,Biotechnology,United States of America,225409315
GPC,Consumer Discretionary,Distributors,United States of America,138779664
GPI,Consumer Discretionary,Specialty Retail,United States of America,24989807
GPK,Materials,Containers & Packaging,United States of America,300163372
GPN,Financials,Financial Services,United States of America,248708899
GPOR.K,Energy,"Oil, Gas & Consumable Fuels",United States of America,18300000
GPRE.O,Energy,"Oil, Gas & Consumable Fuels",United States of America,67512282
GPRK.K,Energy,"Oil, Gas & Consumable Fuels",Colombia,55327520
GPRO.O,Consumer Discretionary,Household Durables,United States of America,181369065
GRAB.O,Industrials,Ground Transportation,Singapore,4065000000
GRC,Industrials,Machinery,United States of America,26227540
GRDN.K,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,62094232
GREE.O,Information Technology,Software,United States of America,9131252
GRMN.K,Consumer Discretionary,Household Durables,Switzerland,194901000
GRNT.K,Energy,"Oil, Gas & Consumable Fuels",United States of America,136040777
GRO,Materials,Chemicals,Canada,40587967
GROV.K,Consumer Discretionary,Specialty Retail,United States of America,37907894
GROY.K,Materials,Metals & Mining,Canada,145669046
GRPN.O,Consumer Discretionary,Broadline Retail,United States of America,42147266
GRWG.O,Consumer Discretionary,Specialty Retail,United States of America,61483762
GS,Financials,Capital Markets,United States of America,927216281
GSBC.O,Financials,Banks,United States of America,11723548
GSBD.K,Financials,Capital Markets,United States of America,109563525
GSHD.O,Financials,Insurance,United States of America,24966000
